mgtNo|^gmenoCo2Val|^gmenoCh4Val|^gmenoN2oVal|^gmenoOtrVal|^umenoCo2Val|^umenoCh4Val|^umenoN2oVal|^umenoOtrVal|^rm
ME2014C009|^|^|^|^1726324|^|^|^|^3783373.21|^공사시 단위값  CO2 t/년,운영시 단위값  CO2eq t/년
ME2014C011|^|^|^|^960.4|^|^|^|^2882.8|^공사시 단위값 CO2eq t,운영시 단위값 CO2eq t/일
ME2014C012|^246.7|^0.2|^2.1|^249|^|^|^|^|^공사시 단위값 CO2eq t
ME2014C013|^|^|^|^950.7|^|^|^|^2335212.6|^공사시 단위 값 CO2 t,운영시 단위값  CO2eq t/년
ME2014C014|^|^|^|^2117|^|^|^|^7595043|^공사시 단위 값 CO2 t,운영시 단위값  CO2eq t/년
ME2014C015|^|^|^|^83113.171|^|^|^|^22933.284|^공사시 그외 배출량 t CO2/년, 운영시 그외 배출량 t Co2/년
ME2014C016|^|^|^|^248.7|^|^|^|^2001192.7|^공사시 단위 값 CO2 t,운영시 단위값  CO2eq t/년
ME2014D004|^8027.49|^8.89|^130.97|^8167.33|^|^|^|^|^공사시 단위값 CO2eq t
ME2014D005|^|^|^|^4475.48|^|^|^|^|^공사시 단위값  CO2eq kg/일
ME2014D006|^|^|^|^2504.7|^|^|^|^|^공사시 단위값 CO2eq t
ME2014D007|^|^|^|^10283.57|^|^|^|^361496.22|^공사시 단위값 CO2eq t,운영시 단위값  CO2eq t/년
ME2014E001|^|^|^|^451109.54|^|^|^|^30179.17|^공사시 그외 배출량는 t CO2
ME2015A005|^860.68|^|^|^868.61|^|^|^|^86229.34|^공사시 총 배출량 단위값 CO2eq t /년,운영시 총 배출량 단위값  CO2eq t/년/공사시 CO2 단위값 CO2eq t/년
ME2015A013|^|^|^|^43551.7|^86004.8|^6|^8.9|^|^공사시 그외 배출량 t CO2eq/년
ME2015B001|^|^|^|^5148.48|^|^|^|^64588.651|^공사시 단위값 CO2eq t /년,운영시 단위값  CO2eq t/년
ME2015C001|^|^|^|^16193|^|^|^|^14478000|^공사시 단위 값 CO2 t,운영시 단위값  CO2eq t/년
ME2015C003|^|^|^|^2667.4|^|^|^|^|^공사시 단위값 CO2eq t /년
ME2015C004|^|^|^|^356.88|^|^|^|^332200.61|^공사시 단위값  CO2 t/년,운영시 단위값  CO2eq t/년
ME2015C005|^|^|^|^112.1|^|^|^|^|^공사시 단위값 CO2eq t
ME2015D002|^|^|^|^2855.9|^|^|^|^|^공사시 단위값 CO2eq t /년
ME2015D006|^|^|^|^2626869|^|^|^|^27705093|^공사시 단위값 CO2eq kg/년,운영시 단위값 CO2e kg/년
ME2015E001|^|^|^|^203760|^|^|^|^43487.8|^공사시 총 배출량 단위값 CO2eq t,운영시 총 배출량 단위값  CO2eq t/년
ME2015E002|^|^|^|^43551.7|^|^|^|^86019.7|^공사시 그외 배출량는 t CO2
ME2016A001|^|^|^|^1879.6|^|^|^|^63775.71|^공사시 총 배출량 단위값 CO2eq t,운영시 총 배출량 단위값  CO2eq t/년
ME2016A004|^|^|^|^1137.35|^|^|^|^23898.37|^공사시 총 배출량 단위값 CO2eq t,운영시 총 배출량 단위값  CO2eq t/년
ME2016B001|^|^|^|^1775.07|^|^|^|^126493.58|^공사시 단위 값 CO2 t,운영시 단위값  CO2eq t/년
ME2016E001|^|^|^|^20519.89|^|^|^|^51449|^공사시 총 배출량 단위값 CO2eq t,운영시 총 배출량 단위값  CO2eq t/년
ME2016E004|^|^|^|^8521.32|^|^|^|^12702.25|^공사시 총 배출량 단위값 CO2eq t,운영시 총 배출량 단위값  CO2eq t/년
ND2007A007|^4431.4|^6.4|^11.3|^|^|^|^|^122373|^공사시 이산화탄소 메탄 아산화질소 공사시 그외 배출량  t CO2
ND2007I001|^|^|^|^2970|^|^|^|^|^공사시 단위 값 CO2 t
ND2009B003|^3098.6628|^2.6355|^|^3109.0793|^20166763.2|^6934|^11968|^20185655.2|^공사시 총 배출량 단위값 CO2eq t,운영시 총 배출량 단위값 CO2e kg/년/운영시 CO2 CH4 N2O 단위값  CO2eq kg/년
ND2009B011|^6312907|^5368|^52824|^6371099|^|^|^|^17757647.247|^공사시 총 배출량 단위값 CO2eq kg/년,운영시 총 배출량 단위값 CO2e kg/년/공사시 CO2 CH4 N2O 단위값  CO2eq kg/년
ND2009B026|^|^|^|^|^1134.4|^0.1014|^0.0019|^|^/운영시 CH4 N2O 단위값  CO2 t/년
ND2009B029|^|^|^|^3938.7|^|^|^|^140772.9|^공사시 총 배출량 단위값 CO2eq t,운영시 총 배출량 단위값  CO2eq t
ND2010A005|^|^|^|^2912|^|^|^|^71581.55|^공사시 총 배출량 단위값 CO2eq t,운영시 총 배출량 단위값  CO2eq t/년
ND2010B009|^|^|^|^3322|^|^|^|^44874.78|^공사시 총 배출량 단위값 CO2eq t,운영시 총 배출량 단위값  CO2eq t/년
ND2010B010|^|^|^|^3878.9|^|^|^|^13256.03|^공사시 총 배출량 단위 값 CO2 t,운영시 총 배출량 단위값  CO2eq t/년
ND2010B013|^1291843|^1092|^3100|^1296035|^|^|^|^16743339.93|^공사시 총 배출량 단위값 CO2eq kg,운영시 총 배출량 단위값 CO2e kg/년/공사시 CO2 CH4 N2O 단위값 CO2eq kg
ND2010B014|^|^|^|^3088.2|^|^|^|^23.0394|^공사시 총 배출량 단위 값 CO2 t,운영시 총 배출량 단위값 CO2 t/일
ND2010B015|^|^|^|^4338|^|^|^|^13117.94|^공사시 총 배출량 단위 값 CO2 t,운영시 총 배출량 단위값  CO2eq t/년
ND2010B019|^|^|^|^17188|^309.997|^0.378|^9.92|^320.295|^공사시 총 배출량 단위 값 CO2 t,운영시 총 배출량 단위값 CO2 kg/hr/운영시 CH4 N2O 단위값  CO2 kg/hr
ND2010B020|^|^|^|^12866.7|^|^|^|^79053|^공사시 그외 배출량 t CO2, 운영시 그외 배출량 t CO2/년
ND2010B021|^|^|^|^1155|^|^|^|^|^공사시 단위 값 CO2 t
ND2010B023|^11308356.6|^9615.9|^28396|^11346368.5|^26479439.1|^11594.1|^30752|^26521785.2|^공사시 총 배출량 단위값 CO2eq kg,운영시 총 배출량 단위값 CO2e kg/년/공사시 CO2 CH4 N2O 단위값 CO2eq kg 운영시 CO2 CH4 N2O 단위값  CO2eq kg/년
ND2010B024|^|^|^|^1296.6|^|^|^|^51786.9479|^공사시 단위 값 CO2 t,운영시 단위값  CO2eq t/년
ND2010E004|^|^|^|^7485|^777.7|^16.3|^0.7|^|^공사시 총 배출량 단위 값 CO2 t/운영시  CO2 CH4 N2O 단위값  CO2 t/년
ND2011A002|^|^|^|^745.4|^|^|^|^22817|^공사시 총 배출량 단위값 CO2eq t,운영시 총 배출량 단위값  CO2eq t/년
ND2011B004|^3356.73|^2.86|^8.37|^3367.96|^|^|^|^14080.56|^공사시 총 배출량 단위값 CO2eq t,운영시 총 배출량 단위값  CO2eq t/년
ND2011B007|^|^|^|^3398.38|^|^|^|^43637767|^공사시 총 배출량 단위값 CO2eq t,운영시 총 배출량 단위값 CO2e kg/년
ND2011B008|^|^|^|^2315.28|^|^|^|^89376|^공사시 총 배출량 단위 값 CO2 t,운영시 총 배출량 단위값  CO2eq t/년
ND2011B009|^|^|^|^802.904|^|^|^|^463891|^공사시 총 배출량 단위값 CO2eq t,운영시 총 배출량 단위값  CO2eq t/년
ND2011B010|^|^|^|^1872|^|^|^|^35689.21|^공사시 총 배출량 단위 값 CO2 t,운영시 총 배출량 단위값  CO2eq t/년
ND2011B011|^|^|^|^3848.3|^|^|^|^65505.6|^공사시 총 배출량 단위값 CO2eq t,운영시 총 배출량 단위값  CO2eq t/년
ND2011B013|^253.5|^|^|^254.3|^9994.8|^8.5|^25.1|^10028.4|^공사시 총 배출량 단위 값 CO2 t,운영시 총 배출량 단위값  CO2eq t/년/공사시 CO2 단위값  CO2 t 운영시 CH4 N2O 단위값  CO2 t/년
ND2011B014|^|^|^|^3878.9|^|^|^|^13256.03|^공사시 총 배출량 단위 값 CO2 t,운영시 총 배출량 단위값  CO2eq t/년
ND2011B016|^|^|^|^18700.5|^|^|^|^28785.1|^공사시 총 배출량 단위 값 CO2 t,운영시 총 배출량 단위값  CO2eq t/년
ND2011D006|^|^|^|^149.2|^|^|^|^425.5|^공사시 t CO2eq /일, 운영시 t CO2eq /일
ND2011E003|^|^|^|^67745.3|^|^|^|^|^공사시 총 배출량 단위 값 CO2 t
ND2011E004|^16320548|^13875|^40966|^|^|^|^|^1094257.5|^운영시 총 배출량 단위값 CO2eq kg/일
ND2011E006|^|^|^|^628.2|^|^|^|^638.83|^공사시 총 배출량 단위 값 CO2 t,운영시 총 배출량 단위값  CO2eq t/년
ND2011E007|^|^|^|^104832.82|^|^|^|^13007.8|^공사시 총 배출량 단위값 CO2eq t,운영시 총 배출량 단위값  CO2eq t/년
ND2011I001|^|^|^|^1650|^|^|^|^|^공사시 단위 값 CO2 t
ND2011L001|^|^|^|^415|^|^|^|^|^공사시 총 배출량 단위 값 CO2 t
ND2012A001|^|^|^|^8367.6|^|^|^|^19680.38|^공사시 총 배출량 단위값 CO2eq t,운영시 총 배출량 단위값  CO2eq t/년
ND2012A002|^760.5|^|^|^763.056|^|^|^|^|^공사시 총 배출량 단위 값 CO2 t/공사시 CO2 단위값  CO2 t
ND2012B001|^1974379.8|^1678.6|^4955.9|^1981014.3|^1101195.7|^984.1|^6434.4|^1108614.2|^공사시 단위값 CO2eq kg,운영시 단위값 CO2e kg/년/공사시 CO2 CH4 N2O 단위값 CO2eq kg 운영시 CO2 CH4 N2O 단위값  CO2eq kg/년
ND2012B002|^4558912|^3885|^11470|^4574267|^|^|^|^145675976.2|^공사시 총 배출량 단위값 CO2eq kg,운영시 총 배출량 단위값 CO2e kg/년/공사시 CO2 CH4 N2O 단위값 CO2eq kg
ND2012B003|^6874725|^5838|^17360|^6897923|^|^|^|^57233684.7|^공사시 총 배출량 단위값 CO2eq kg,운영시 총 배출량 단위값 CO2e kg/년/공사시 CO2 CH4 N2O 단위값 CO2eq kg
ND2012B004|^2622844|^2230|^6572|^2631646|^1157902.9|^10.5|^148409.4|^|^공사시 총 배출량 단위값 CO2eq kg,운영시 총 배출량 단위값 CO2e kg/년/공사시 CO2 CH4 N2O 단위값 CO2eq kg 운영시 CO2 CH4 N2O 단위값  CO2eq kg/년
ND2012B005|^|^|^|^2798.43|^|^|^|^36562.13|^공사시 총 배출량 단위값 CO2eq t,운영시 총 배출량 단위값  CO2eq t/년
ND2012B007|^3532.5|^3|^8.9|^3544.4|^|^|^|^159793.99|^공사시 총 배출량 단위값 CO2eq t,운영시 총 배출량 단위값  CO2eq t/년
ND2012B008|^|^|^|^1337.6|^|^|^|^31438601|^공사시 총 배출량 단위값 CO2eq t,운영시 총 배출량 단위값 CO2e kg/년
ND2012B010|^|^|^|^76.1|^|^|^|^37969944|^공사시 총 배출량 단위값 CO2eq t,운영시 총 배출량 단위값 CO2e kg/년
ND2012B012|^|^|^|^9361.4|^|^|^|^28805|^공사시 단위 값 CO2 t,운영시 단위값  CO2eq t/년
ND2012B014|^|^|^|^6265.1|^|^|^|^332829.2|^공사시 단위값 CO2eq t,운영시 단위값  CO2eq t
ND2012B016|^3140738|^2667|^26350|^3169755|^53746254|^14658|^28210|^53789122|^공사시 단위값 CO2eq kg,운영시 단위값 CO2e kg/년/공사시 CO2 CH4 N2O 단위값 CO2eq kg 운영시 CO2 CH4 N2O 단위값  CO2eq kg/년
ND2012B017|^|^|^|^9231|^|^|^|^40446.48|^공사시 단위값 CO2eq t,운영시 단위값  CO2eq t
ND2012B018|^|^|^|^23227.4|^|^|^|^327263.6|^공사시 단위 값 CO2 t,운영시 단위값  CO2eq t/년
ND2012D003|^9382.1|^11.9|^153.1|^9547.1|^1280.2|^2.4|^10.3|^1292.8|^공사시 단위값 CO2eq t,운영시 단위값  CO2eq t/년
ND2012D004|^|^|^|^4259|^|^|^|^85|^공사시 단위값 CO2eq t,운영시 단위값  CO2eq t/년
ND2012E001|^|^|^|^2620.17|^|^|^|^1068.8|^공사시 총 배출량 단위값 CO2eq t,운영시 총 배출량 단위값  CO2eq t/년
ND2012E002|^|^|^|^74729|^|^|^|^4624.01|^공사시 총 배출량 단위값 CO2eq t,운영시 총 배출량 단위값  CO2eq t/년
ND2013A001|^5375|^6.8|^87.7|^5469.5|^|^|^|^66428.1|^공사시 총 배출량 단위값 CO2eq t,운영시 총 배출량 단위값  CO2eq t/년
ND2013B001|^|^|^|^4610.97|^|^|^|^57862.9|^공사시 단위 값 CO2 t,운영시 단위값  CO2eq t/년
ND2013B002|^|^|^|^14362.14|^|^|^|^3943690.841|^공사시 단위값 CO2eq t,운영시 단위값  CO2eq t
ND2013B007|^|^|^|^9091.9|^|^|^|^57596.74|^공사시 단위값 CO2eq t,운영시 단위값  CO2eq t
ND2013B008|^5931.22|^5.04|^14.89|^5951.15|^|^|^|^161448.67|^공사시 단위값 CO2eq t,운영시 단위값  CO2eq t/년
ND2013B014|^1394461|^1186|^3500|^1399147|^|^|^|^50541763|^공사시 단위값 CO2eq kg/년,운영시 단위값 CO2e kg/년/공사시 CO2 CH4 N2O 단위값  CO2eq kg/년
ND2013B015|^|^|^|^2040.2|^|^|^|^28249.8|^공사시 단위값 CO2eq t,운영시 단위값  CO2eq t/년
ND2013B016|^|^|^|^4610.97|^|^|^|^16884.34|^공사시 단위 값 CO2 t,운영시 단위값  CO2eq t/년
ND2013B017|^|^|^|^1016.5|^|^|^|^36945751|^공사시 단위값 CO2eq t,운영시 단위값 CO2e kg/년
ND2013B018|^|^|^|^1748.81|^|^|^|^21710.12|^공사시 단위값 CO2eq t /년,운영시 단위값  CO2eq t/년
ND2013B020|^3747103|^3185.7|^9393|^3759681.7|^9195900.8|^3235.9|^24089|^9223215.7|^공사시 단위값 CO2eq kg,운영시 단위값 CO2e kg/년/공사시 CO2 CH4 N2O 단위값 CO2eq kg 운영시 CO2 CH4 N2O 단위값  CO2eq kg/년
ND2013D001|^|^|^|^2648|^|^|^|^|^공사시 그외 배출량 t CO2eq/년
ND2013D002|^12301.6|^13.8|^200.4|^12515.9|^|^|^|^|^공사시 단위값 CO2eq t
ND2013D003|^|^|^|^4708.2|^|^|^|^|^공사시 단위값 CO2eq t
ND2013D007|^|^|^|^149.2|^|^|^|^425.5|^공사시 t CO2eq/일, 운영시 그외 배출량 t CO2eq/일
ND2013D008|^|^|^|^2697|^|^|^|^|^공사시 단위값 CO2eq t
ND2013D010|^|^|^|^2697|^|^|^|^|^공사시 단위값 CO2eq t
ND2013D011|^|^|^|^2697|^|^|^|^|^공사시 단위값 CO2eq t
ND2013E001|^3862.7|^3.3|^32.3|^3898.3|^|^|^|^85274.3|^공사시 총 배출량 단위값 CO2eq t,운영시 총 배출량 단위값  CO2eq t/년
ND2013E003|^2025.06|^1.72|^5.08|^|^|^|^|^932.6|^운영시 총 배출량 단위값  CO2eq t/년
ND2014A001|^|^|^|^3583.17|^|^|^|^89728|^공사시 총 배출량 단위 값 CO2 t,운영시 총 배출량 단위값  CO2eq t/년
ND2014A002|^2352.064|^1.995|^5.89|^353.992|^16827.647|^18.894|^9.278|^|^공사시 온실가스(CO2eq)환산배출량(kg/일)?
ND2014A006|^|^|^|^6799|^|^|^|^220068.1|^공사시 그외 배출량 t CO2/년
ND2014B001|^|^|^|^10072|^|^|^|^85726.6|^공사시 단위값 CO2eq t,운영시 단위값  CO2eq t/년
ND2014B003|^2704562|^2299|^6789|^2713650|^|^|^|^11310031|^공사시 단위값 CO2eq kg/년,운영시 단위값  CO2eq t/년/공사시 CO2 CH4 N2O 단위값  CO2eq kg/년
ND2014B004|^|^|^|^7781.31|^|^|^|^57596.74|^공사시 단위값 CO2eq t,운영시 단위값  CO2eq t
ND2014B005|^|^|^|^5653.73|^|^|^|^65284.78|^공사시 단위 값 CO2 t,운영시 단위값  CO2eq t/년
ND2014B006|^|^|^|^3.7591|^|^|^|^|^공사시 단위 값 CO2 t/일
ND2014B008|^|^|^|^673.3|^|^|^|^38971.8|^공사시 단위값 CO2eq t /년,운영시 단위값  CO2eq t/년
ND2014B010|^|^|^|^279.18|^|^|^|^16813.71|^공사시 단위 값 CO2 t,운영시 단위값  CO2eq t/년
ND2014B011|^|^|^|^1869.53|^|^|^|^66493.046|^공사시 단위값  CO2 t/년,운영시 단위값  CO2eq t/년
ND2014B012|^|^|^|^23031.92|^|^|^|^325405.64|^공사시 단위값 CO2eq t,운영시 단위값  CO2eq t
ND2014B013|^|^|^|^8344.302|^|^|^|^2083.333|^공사시 단위값  CO2 t/년,운영시 단위값  CO2eq t/년
ND2014B014|^|^|^|^2285.34|^|^|^|^213861.4967|^공사시 단위값 CO2eq t,운영시 단위값  CO2eq t/년
ND2014B015|^|^|^|^9942.12|^|^|^|^19364.42|^공사시 그외 배출량 t/년, 운영시 그외 배출량 t/년
ND2014B016|^|^|^|^8481.4|^|^|^|^26695.4|^공사시 단위값 CO2eq t,운영시 단위값  CO2eq t/년
ND2014B017|^|^|^|^3689|^|^|^|^16184.7|^공사시 단위값  CO2 t/년,운영시 단위값  CO2eq t/년
ND2014D002|^|^|^|^1031|^|^|^|^|^공사시 그외 배출량 t CO2eq/년
ND2014D003|^|^|^|^3520.1|^|^|^|^|^공사시 단위값 CO2eq t
ND2014E001|^|^|^|^2622.65|^|^|^|^586.2|^공사시 총 배출량 단위값 CO2eq t,운영시 총 배출량 단위값  CO2eq t/년
ND2014E002|^|^|^|^73471.12|^|^|^|^15507.75|^공사시 그외 배출량는 t CO2
ND2014E003|^|^|^|^87789.4|^|^|^|^13041.7|^공사시 총 배출량 단위값 CO2eq t,운영시 총 배출량 단위값  CO2eq t/년
ND2014E004|^|^|^|^2600.4|^1348.95|^0.69|^12.51|^|^공사시 총 배출량 단위값  CO2eq kg/일
ND2015B001|^|^|^|^2456.77|^|^|^|^24364.7|^공사시 단위값 CO2eq t /년,운영시 단위값  CO2eq t/년
ND2015B002|^|^|^|^5097.6|^|^|^|^125940|^공사시 단위값 CO2eq t /년,운영시 단위값  CO2eq t
ND2015B003|^|^|^|^2263|^|^|^|^|^공사시 단위값 CO2eq t /년
ND2015B004|^|^|^|^2057.77|^|^|^|^12821.21|^공사시 단위값 CO2eq t,운영시 단위값  CO2eq t/년
ND2015B007|^|^|^|^21.24|^|^|^|^688.5|^공사시 단위값 CO2eq t /년,운영시 단위값  CO2eq t/년
ND2015B009|^|^|^|^6371099|^|^|^|^17757647.247|^공사시 단위값 CO2eq kg/년,운영시 단위값 CO2e kg/년
ND2015B018|^|^|^|^10040.9|^|^|^|^29.6956|^공사시 단위 값 CO2 t,운영시 단위값  CO2eq t/년
ND2015B019|^|^|^|^116.29|^|^|^|^9450.3|^공사시 단위값 CO2eq t /년,운영시 단위값  CO2eq t/년
ND2015B022|^|^|^|^14779|^|^|^|^8460.7|^공사시 단위값  CO2 t/년,운영시 단위값  CO2eq t/년
ND2015B023|^|^|^|^10040.9|^|^|^|^29.6956|^공사시 단위 값 CO2 t,운영시 단위값  CO2eq t/년
ND2015D001|^3811.1|^4.8|^62.2|^3878.1|^|^|^|^|^공사시 단위값 CO2eq t
ND2015D002|^4281.4|^3.6|^10.7|^|^|^|^|^|^공사시 이산화탄소 메탄 아산화탄소 kg CO2e/일
ND2015D004|^|^|^|^1357.86|^|^|^|^26414.33|^공사시 단위값 CO2eq t,운영시 단위값  CO2eq t/년
ND2015D005|^|^|^|^220775.58|^|^|^|^|^공사시 단위값 CO2eq kg
ND2016B001|^|^|^|^759158.4|^|^|^|^45138211|^공사시 단위값 CO2eq kg/년,운영시 단위값 CO2e kg/년
ND2016B002|^|^|^|^1497.1|^|^|^|^119088.4674|^공사시 단위값 CO2eq t,운영시 단위값  CO2eq t/년
ND2016B003|^|^|^|^19441.24|^|^|^|^|^공사시 그외배출량 CO2 t
ND2016B004|^|^|^|^1218.38|^|^|^|^140237.0208|^공사시 단위값 CO2eq t,운영시 단위값  CO2eq t/년
ND2016D001|^|^|^|^43904.4|^|^|^|^|^공사시 단위값 CO2eq t
ND2016D002|^1307.66|^1.11|^3.28|^1312.05|^|^|^|^|^공사시 단위값 CO2eq t
ND2016E001|^|^|^|^12949.3|^4764.4|^0.5|^0.8|^4765.7|^공사시 총 배출량 단위값 CO2eq t,운영시 총 배출량 단위값  CO2eq t/년
