mgtNo|^ivstgGb|^ivstgSpotNm|^adres|^xcnts|^ydnts|^ivstgOdr|^ivstgBgnde|^ivstgEndde|^pm10Val|^pm25Val|^no2Val|^so2Val|^coVal|^o3Val|^pbVal|^bzVal|^hclVal|^hgVal|^niVal|^cr6Val|^cdVal|^asVal|^hchoVal|^vcVal|^dioxinVal|^beVal|^ebVal|^c6h14Val|^c6h12Val|^deVal|^cfVal|^tceVal|^ctVal|^hcnVal|^gmenoPm1024hr|^gmenoPm10Year|^gmenoPm2524hr|^gmenoPm25Year|^gmenoNo21hr|^gmenoNo224hr|^gmenoNo2Year|^umenoPm1024hr|^umenoPm10Year|^umenoPm2524hr|^umenoPm25Year|^umenoSo21hr|^umenoSo224hr|^umenoSo2Year|^umenoNo21hr|^umenoNo224hr|^umenoNo2Year|^umenoCo1hr|^umenoCo8hr|^envrnGrad
DG2005E013|^IV02|^AP-5|^월령마을②|^296905|^396225|^0차|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^47.3|^56.8|^|^|^0.086|^0.02|^0.014|^|^|^|^|^|^|^|^|^|^|^|^|^
DG2005E013|^IV02|^AP-6|^월령마을③|^296910|^396090|^0차|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^42.2|^38.8|^|^|^0.067|^0.018|^0.014|^|^|^|^|^|^|^|^|^|^|^|^|^
DG2005E013|^IV02|^경주시 용당2리마을|^경주시 양북면 용당2리마을|^|^|^0차|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^28.05|^|^|^|^|^|^|^|^0.017|^|^|^|^
DG2005E013|^IV02|^경주시 원당리마을|^경주시 양북면 원당리마을|^|^|^0차|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^53.28|^|^|^|^|^|^|^|^0.021|^|^|^|^
DG2005E013|^IV02|^경주시어일1리마을|^경주시 양북면 어 일1리 마을|^|^|^0차|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^33.41|^|^|^|^|^|^|^|^0.025|^|^|^|^
DG2005E013|^IV02|^경주시어일2리마을|^경주시 양북면 어 일2리 마을|^|^|^0차|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^33.36|^|^|^|^|^|^|^|^0.025|^|^|^|^
DG2005E013|^IV02|^경주시어일리마을학교|^경주시 양북면 어일리 마을학교|^|^|^0차|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^33.4|^|^|^|^|^|^|^|^0.025|^|^|^|^
DG2006B001|^IV01|^A-1|^안동시 풍산읍 매곡2리 절뒤마을 15-3번지|^158574.7|^344911.8|^1차|^20050527|^20050528|^42.4|^|^0.024|^0.004|^0.4|^0.03|^-777777|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006B001|^IV01|^A-1|^안동시 풍산읍 매곡2리 절뒤마을 15-3번지|^158574.7|^344911.8|^2차|^20050822|^20050823|^47|^|^0.027|^0.005|^0.5|^0.036|^-777777|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006B001|^IV01|^A-1|^안동시 풍산읍 매곡2리 절뒤마을 15-3번지|^158574.7|^344911.8|^3차|^20060602|^20060605|^55|^|^0.02|^0.006|^0.5|^0.03|^-777777|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006B001|^IV01|^A-2|^안동시 풍산읍 매곡2리 미질마을 8.91 번지|^159379.4|^344783.2|^1차|^20050527|^20050528|^43|^|^0.023|^0.003|^0.3|^0.029|^-777777|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006B001|^IV01|^A-2|^안동시 풍산읍 매곡2리 미질마을 8.91 번지|^159379.4|^344783.2|^2차|^20050822|^20050823|^41|^|^0.025|^0.004|^0.4|^0.03|^-777777|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006B001|^IV01|^A-2|^안동시 풍산읍 매곡2리 미질마을 8.91 번지|^159379.4|^344783.2|^3차|^20060602|^20060605|^46|^|^0.022|^0.005|^0.5|^0.026|^-777777|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006B001|^IV01|^A-3|^안동시 풍산읍 매곡2리 막골마을 경로당|^159655.8|^343725.8|^1차|^20050527|^20050528|^40.1|^|^0.021|^0.003|^0.4|^0.028|^-777777|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006B001|^IV01|^A-3|^안동시 풍산읍 매곡2리 막골마을 경로당|^159655.8|^343725.8|^2차|^20050822|^20050823|^44|^|^0.029|^0.004|^0.4|^0.032|^-777777|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006B001|^IV01|^A-3|^안동시 풍산읍 매곡2리 막골마을 경로당|^159655.8|^343725.8|^3차|^20060602|^20060605|^40|^|^0.025|^0.004|^0.7|^0.028|^-777777|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006B001|^IV01|^A-4|^안동시 풍산읍 괴정리 51번지|^159096.6|^343488.3|^1차|^20050527|^20050528|^39.2|^|^0.02|^0.003|^0.3|^0.025|^-777777|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006B001|^IV01|^A-4|^안동시 풍산읍 괴정리 51번지|^159096.6|^343488.3|^2차|^20050822|^20050823|^38|^|^0.025|^0.003|^0.5|^0.024|^-777777|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006B001|^IV01|^A-4|^안동시 풍산읍 괴정리 51번지|^159096.6|^343488.3|^3차|^20060602|^20060605|^44.4|^|^0.021|^0.005|^0.4|^0.022|^-777777|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006B001|^IV01|^A-5|^안동시 풍산읍 괴정리 540번지|^158576.4|^343660.5|^1차|^20050527|^20050528|^40.7|^|^0.021|^0.003|^0.3|^0.027|^-777777|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006B001|^IV01|^A-5|^안동시 풍산읍 괴정리 540번지|^158576.4|^343660.5|^2차|^20050822|^20050823|^43|^|^0.024|^0.004|^0.4|^0.026|^-777777|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006B001|^IV01|^A-5|^안동시 풍산읍 괴정리 540번지|^158576.4|^343660.5|^3차|^20060602|^20060605|^47|^|^0.022|^0.005|^0.4|^0.024|^-777777|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006B001|^IV01|^A-6|^안동시 풍산읍 괴정리 풍북 초등학교|^158278.9|^344231.9|^1차|^20050527|^20050528|^43.6|^|^0.023|^0.004|^0.4|^0.029|^-777777|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006B001|^IV01|^A-6|^안동시 풍산읍 괴정리 풍북 초등학교|^158278.9|^344231.9|^2차|^20050822|^20050823|^36|^|^0.022|^0.005|^0.4|^0.029|^-777777|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006B001|^IV01|^A-6|^안동시 풍산읍 괴정리 풍북 초등학교|^158278.9|^344231.9|^3차|^20060602|^20060605|^40|^|^0.02|^0.004|^0.5|^0.025|^-777777|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006B001|^IV02|^개 상 골|^사업지구내|^|^|^0차|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^10.6|^5.5|^|^0.0454|^0.0273|^|^|^|^
DG2006B001|^IV02|^개상골(CASE1)|^사업지구내|^158576.4|^343660.5|^0차|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^68.2|^45.4|^|^|^0.0659|^0.0285|^0.0225|^|^|^|^|^|^|^|^|^|^|^|^|^
DG2006B001|^IV02|^개상골(CASE2)|^사업지구내|^|^|^0차|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^76.7|^|^|^|^0.0601|^0.0307|^|^|^|^|^|^|^|^|^|^|^|^|^|^
DG2006B001|^IV02|^까 칠 개|^사업지구내|^|^|^0차|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^12.4|^6.3|^|^0.0409|^0.023|^|^|^|^
DG2006B001|^IV02|^까칠개(CASE1)|^사업지구내|^159096.6|^343488.3|^0차|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^69.5|^43|^|^|^0.0693|^0.0279|^0.0227|^|^|^|^|^|^|^|^|^|^|^|^|^
DG2006B001|^IV02|^까칠개(CASE2)|^사업지구내|^|^|^0차|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^53.3|^|^|^|^0.0509|^0.0237|^|^|^|^|^|^|^|^|^|^|^|^|^|^
DG2006B001|^IV02|^막 골|^사업지구내|^|^|^0차|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^8.8|^4.4|^|^0.0421|^0.0266|^|^|^|^
DG2006B001|^IV02|^막 골(CASE1)|^사업지구내|^159655.8|^343725.8|^0차|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^70.1|^47.4|^|^|^0.0706|^0.0325|^0.0266|^|^|^|^|^|^|^|^|^|^|^|^|^
DG2006B001|^IV02|^막 골(CASE2)|^사업지구내|^|^|^0차|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^51.2|^|^|^|^0.0528|^0.0276|^|^|^|^|^|^|^|^|^|^|^|^|^|^
DG2006B001|^IV02|^미 질|^사업지구내|^|^|^0차|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^9.3|^4.8|^|^0.0428|^0.0258|^|^|^|^
DG2006B001|^IV02|^미 질(CASE1)|^사업지구내|^159379.4|^344783.2|^0차|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^69|^48.9|^|^|^0.0663|^0.0298|^0.0245|^|^|^|^|^|^|^|^|^|^|^|^|^
DG2006B001|^IV02|^미 질(CASE2)|^사업지구내|^|^|^0차|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^60.9|^|^|^|^0.0552|^0.0276|^|^|^|^|^|^|^|^|^|^|^|^|^|^
DG2006B001|^IV02|^절 뒤|^사업지구내|^|^|^0차|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^13.2|^7.6|^|^0.0372|^0.0242|^|^|^|^
DG2006B001|^IV02|^절 뒤(CASE1)|^사업지구내|^158574.7|^344911.8|^0차|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^88.3|^51|^|^|^0.0694|^0.03|^0.0248|^|^|^|^|^|^|^|^|^|^|^|^|^
DG2006B001|^IV02|^절 뒤(CASE2)|^사업지구내|^|^|^0차|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^71.5|^|^|^|^0.0498|^0.0255|^|^|^|^|^|^|^|^|^|^|^|^|^|^
DG2006B001|^IV02|^풍 북 초교|^사업지구내|^|^|^0차|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^6.8|^4.5|^|^0.0321|^0.0238|^|^|^|^
DG2006B001|^IV02|^풍북초(CASE1)|^사업지구내|^158278.9|^344231.9|^0차|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^53.4|^41.3|^|^|^0.0566|^0.0256|^0.0224|^|^|^|^|^|^|^|^|^|^|^|^|^
DG2006B001|^IV02|^풍북초(CASE2)|^사업지구내|^|^|^0차|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^51.1|^|^|^|^0.0385|^0.0249|^|^|^|^|^|^|^|^|^|^|^|^|^|^
DG2006C001|^IV01|^A-1|^예천군 하리면 은산리 서산마을 내|^|^|^1차|^20051122|^20051124|^43.2|^|^0.012|^0.003|^0.39|^0.013|^0.001|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006C001|^IV01|^A-1|^예천군 하리면 은산리 서산마을 내|^|^|^2차|^20060116|^20060218|^45.9|^|^0.014|^0.003|^0.37|^0.012|^0.001|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006C001|^IV01|^A-1|^예천군 하리면 은산리 서산마을 내|^|^|^3차|^20060405|^20060408|^47.3|^|^0.016|^0.004|^0.41|^0.015|^0.002|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006C001|^IV01|^A-1|^예천군 하리면 은산리 서산마을 내|^|^|^4차|^20060830|^20060901|^40.2|^|^0.013|^0.003|^0.38|^0.014|^0.001|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006C001|^IV01|^A-2|^예천군 감천면 수한리 마을회관 앞|^|^|^1차|^20051122|^20051124|^37.3|^|^0.015|^0.004|^0.39|^0.014|^0.002|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006C001|^IV01|^A-2|^예천군 감천면 수한리 마을회관 앞|^|^|^2차|^20060116|^20060218|^50.6|^|^0.019|^0.006|^0.46|^0.01|^0.003|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006C001|^IV01|^A-2|^예천군 감천면 수한리 마을회관 앞|^|^|^3차|^20060405|^20060408|^53.7|^|^0.022|^0.005|^0.42|^0.009|^0.002|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006C001|^IV01|^A-2|^예천군 감천면 수한리 마을회관 앞|^|^|^4차|^20060830|^20060901|^55.2|^|^0.021|^0.005|^0.45|^0.011|^0.001|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006C001|^IV01|^A-3|^예천군 감천면 벌방리 벌방노인회관 옥상|^|^|^1차|^20051122|^20051124|^49.3|^|^0.02|^0.006|^0.43|^0.01|^0.002|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006C001|^IV01|^A-3|^예천군 감천면 벌방리 벌방노인회관 옥상|^|^|^2차|^20060116|^20060218|^48.3|^|^0.023|^0.007|^0.48|^0.011|^0.002|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006C001|^IV01|^A-3|^예천군 감천면 벌방리 벌방노인회관 옥상|^|^|^3차|^20060405|^20060408|^45.9|^|^0.016|^0.005|^0.41|^0.015|^0.003|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006C001|^IV01|^A-3|^예천군 감천면 벌방리 벌방노인회관 옥상|^|^|^4차|^20060830|^20060901|^48.2|^|^0.02|^0.003|^0.39|^0.013|^0.003|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006C001|^IV01|^A-4|^예천군 감천면 유1리 경로당 옥상|^|^|^1차|^20051122|^20051124|^50.3|^|^0.017|^0.004|^0.4|^0.017|^0.001|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006C001|^IV01|^A-4|^예천군 감천면 유1리 경로당 옥상|^|^|^2차|^20060116|^20060218|^43.6|^|^0.018|^0.004|^0.38|^0.016|^0.002|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006C001|^IV01|^A-4|^예천군 감천면 유1리 경로당 옥상|^|^|^3차|^20060405|^20060408|^41.9|^|^0.02|^0.005|^0.43|^0.016|^0.003|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006C001|^IV01|^A-4|^예천군 감천면 유1리 경로당 옥상|^|^|^4차|^20060830|^20060901|^48.7|^|^0.013|^0.003|^0.35|^0.019|^0.003|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006C001|^IV01|^A-5|^영주시 장수면 같산3리 노인회관|^|^|^1차|^20051122|^20051124|^51.6|^|^0.015|^0.002|^0.32|^0.019|^0.003|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006C001|^IV01|^A-5|^영주시 장수면 같산3리 노인회관|^|^|^2차|^20060116|^20060218|^53.1|^|^0.015|^0.003|^0.34|^0.02|^0.001|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006C001|^IV01|^A-5|^영주시 장수면 같산3리 노인회관|^|^|^3차|^20060405|^20060408|^46.8|^|^0.013|^0.002|^0.34|^0.023|^0.002|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006C001|^IV01|^A-5|^영주시 장수면 같산3리 노인회관|^|^|^4차|^20060830|^20060901|^45.9|^|^0.014|^0.004|^0.36|^0.024|^0.002|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006C001|^IV02|^돈답마을(공사)|^돈답마을|^|^|^0차|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^54.6|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^
DG2006C001|^IV02|^돈답마을(철탑)|^돈답마을|^|^|^0차|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^51.5|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^
DG2006C001|^IV02|^동사리마을①(공사)|^동사리마을①|^|^|^0차|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^66.1|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^
DG2006C001|^IV02|^동사리마을①(철탑)|^동사리마을①|^|^|^0차|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^47.1|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^
DG2006C001|^IV02|^동사리마을②(공사)|^동사리마을②|^|^|^0차|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^47.9|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^
DG2006C001|^IV02|^동사리마을②(철탑)|^동사리마을②|^|^|^0차|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^47.1|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^
DG2006C001|^IV02|^득립가옥(공사시)|^득럽가옥|^|^|^0차|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^75.4|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^
